Character,Transcriptions,Fanqie,Sixtuples,Identifiers
𧔢,dzjen,昨仙,山開三平仙從,599
遷,tshjen,七然,山開三平仙清,600
𨙙,tshjen,七然,山開三平仙清,600
𠨧,tshjen,七然,山開三平仙清,600
𨝍,tshjen,七然,山開三平仙清,600
櫏,tshjen,七然,山開三平仙清,600
䉦,tshjen,七然,山開三平仙清,600
韆,tshjen,七然,山開三平仙清,600
㿊,tshjen,七然,山開三平仙清,600
煎,tsjen;tsjenH,子仙;子賤,山開三平仙精;山開三去仙精,601;2725
葏,tsjen,子仙,山開三平仙精,601
鬋,tsjen;tsjenX;tsjenH,子仙;即淺;子賤,山開三平仙精;山開三上仙精;山開三去仙精,601;1630;2725
然,nyen,如延,山開三平仙日,602
燃,nyen,如延,山開三平仙日,602
𤡮,nyen,如延,山開三平仙日,602
㜣,nyen;syenX;nenH,如延;式善;奴甸,山開三平仙日;山開三上仙書;山開四去先泥,602;1660;2701
肰,nyen,如延,山開三平仙日,602
繎,nyen;nywen,如延;而緣,山開三平仙日;山合三平仙日,602;621
𥳚,nyen,如延,山開三平仙日,602
䕼,nyen,如延,山開三平仙日,602
𤓉,nyen,如延,山開三平仙日,602
延,yen;tsyeng;yenH,以然;諸盈;于線？,山開三平仙以;梗開三平清章;山開三去仙以,603;919;2748
埏,yen;syen,以然;式連,山開三平仙以;山開三平仙書,603;608
筵,yen,以然,山開三平仙以,603
狿,yen;yenH,以然;于線？,山開三平仙以;山開三去仙以,603;2748
郔,yen,以然,山開三平仙以,603
綖,yen,以然,山開三平仙以,603
蜒,yen;denX,以然;徒典,山開三平仙以;山開四上先定,603;1606
䘰,yen;syen,以然;式連,山開三平仙以;山開三平仙書,603;608
鋋,yen;dzyen,以然;市連,山開三平仙以;山開三平仙常,603;610
䀽,yen,以然,山開三平仙以,603
𨕐,yen,以然,山開三平仙以,603
䢭,yen;zjenH;yenH,以然;似面;于線？,山開三平仙以;山開三去仙邪;山開三去仙以,603;2743;2748
莚,yen;yenH,以然;于線？,山開三平仙以;山開三去仙以,603;2748
𩜾,tsyen,諸延,山開三平仙章,604
饘,tsyen;tsyenX,諸延;旨善,山開三平仙章;山開三上仙章,604;1623
旃,tsyen,諸延,山開三平仙章,604
旜,tsyen,諸延,山開三平仙章,604
栴,tsyen,諸延,山開三平仙章,604
氈,tsyen,諸延,山開三平仙章,604
鸇,tsyen,諸延,山開三平仙章,604
𩔣,tsyen,諸延,山開三平仙章,604
邅,trjen;drjenX;drjenH,張連;除善;持碾,山開三平仙知;山開三上仙澄;山開三去仙澄,606;1662;2750
𧾍,trjen;drjen,張連;直連,山開三平仙知;山開三平仙澄,606;611
鱣,trjen,張連,山開三平仙知,606
𩼼,trjen,張連,山開三平仙知,606
羶,syen,式連,山開三平仙書,608
挻,syen,式連,山開三平仙書,608
扇,syen;syenH,式連;式戰,山開三平仙書;山開三去仙書,608;2727
煽,syen;syenH,式連;式戰,山開三平仙書;山開三去仙書,608;2727
鯅,syen,式連,山開三平仙書,608
脠,syen;trhjen,式連;丑延,山開三平仙書;山開三平仙徹,608;609
梴,trhjen,丑延,山開三平仙徹,609
鏈,trhjen;ljen,丑延;力延,山開三平仙徹;山開三平仙來,609;613
㢟,trhjen;trhjenX,丑延;丑善,山開三平仙徹;山開三上仙徹,609;1658
蟬,dzyen,市連,山開三平仙常,610
僤,dzyen;danX;danH,市連;徒旱;徒案,山開三平仙常;山開一上寒定;山開一去寒定,610;1554;2636
禪,dzyen;dzyenH,市連;時戰,山開三平仙常;山開三去仙常,610;2715
澶,dzyen;danH,市連;徒案,山開三平仙常;山開一去寒定,610;2636
嬋,dzyen,市連,山開三平仙常,610
纏,drjen;drjenH,直連;持碾,山開三平仙澄;山開三去仙澄,611;2750
緾,drjen,直連,山開三平仙澄,611
躔,drjen,直連,山開三平仙澄,611
瀍,drjen,直連,山開三平仙澄,611
鄽,drjen,直連,山開三平仙澄,611
𨷭,drjen,直連,山開三平仙澄,611
𧔊,drjen,直連,山開三平仙澄,611
廛,drjen,直連,山開三平仙澄,611
㙻,drjen,直連,山開三平仙澄,611
嘕,xjien,許延,山開三平仙曉,612
屳,xjien,許延,山開三平仙曉,612
嫣,xjien;'jen;'jenX;'jonH,許延;於乾;於蹇;於建,山開三平仙曉;山開三平仙影;山開三上仙影;山開三去元影,612;642;1661;2601
𦒜,xjien,許延,山開三平仙曉,612
連,ljen,力延,山開三平仙來,613
聮,ljen,力延,山開三平仙來,613
聯,ljen,力延,山開三平仙來,613
漣,ljen;ljenH,力延;連彦,山開三平仙來;山開三去仙來,613;2751
翴,ljen,力延,山開三平仙來,613
鰱,ljen,力延,山開三平仙來,613
㺦,ljen,力延,山開三平仙來,613
令,ljen;ljeng;leng;ljengH;lengH,力延;呂貞;郎丁;力政;郎定,山開三平仙來;梗開三平清來;梗開四平青來;梗開三去清來;梗開四去青來,613;922;939;2980;3002
䃛,ljen,力延,山開三平仙來,613
㦁,ljen,力延,山開三平仙來,613
槤,ljen,力延,山開三平仙來,613
𪚁,ljen,力延,山開三平仙來,613
㶌,ljen,力延,山開三平仙來,613
篇,phjien,芳連,山開三平仙滂,614
偏,phjien;phjienH,芳連;匹戰,山開三平仙滂;山開三去仙滂,614;2744
翩,phjien,芳連,山開三平仙滂,614
媥,phjien,芳連,山開三平仙滂,614
㾫,phjien,芳連,山開三平仙滂,614
扁,phjien;penX;benX;bjienX,芳連;方典;薄泫;符善,山開三平仙滂;山開四上先幫;山開四上先並;山開三上仙並,614;1612;1615;1656
犏,phjien,芳連,山開三平仙滂,614
便,bjien;bjienH,房連;婢面,山開三平仙並;山開三去仙並,615;2749
緶,bjien;penX,房連;方典,山開三平仙並;山開四上先幫,615;1612
楩,bjien;bjienX,房連;符善,山開三平仙並;山開三上仙並,615;1656
平,bjien;bjaeng,房連;符兵,山開三平仙並;梗開三平庚並,615;875
諞,bjien;bjenX;bjienX,房連;符蹇;符善,山開三平仙並;山開三上仙並;山開三上仙並,615;1636;1656
㛹,bjien,房連,山開三平仙並,615
箯,bjien;pjien,房連;卑連,山開三平仙並;山開三平仙幫,615;627
𧍲,bjien,房連,山開三平仙並,615
緜,mjien,武延,山開三平仙明,616
綿,mjien,武延,山開三平仙明,616
棉,mjien,武延,山開三平仙明,616
矊,mjien,武延,山開三平仙明,616
蝒,mjien,武延,山開三平仙明,616
𧉄,mjien,武延,山開三平仙明,616
𢣔,mjien,武延,山開三平仙明,616
宀,mjien,武延,山開三平仙明,616
𩕰,mjien,武延,山開三平仙明,616
櫋,mjien,武延,山開三平仙明,616
𣏜,mjien,武延,山開三平仙明,616
臱,mjien,武延,山開三平仙明,616
㮌,mjien,武延,山開三平仙明,616
𣡠,mjien,武延,山開三平仙明,616
全,dzjwen,疾緣,山合三平仙從,617
泉,dzjwen,疾緣,山合三平仙從,617
𧍭,dzjwen,疾緣,山合三平仙從,617
牷,dzjwen,疾緣,山合三平仙從,617
䀬,dzjwen;tsrjwen,疾緣;莊緣,山合三平仙從;山合三平仙莊,617;633
葲,dzjwen,疾緣,山合三平仙從,617
宣,sjwen,須緣,山合三平仙心,618
揎,sjwen,須緣,山合三平仙心,618
㩊,sjwen,須緣,山合三平仙心,618
愃,sjwen;xjwonX,須緣;况晚,山合三平仙心;山合三上元曉,618;1528
𡈣,sjwen,須緣,山合三平仙心,618
𩕖,sjwen,須緣,山合三平仙心,618
瑄,sjwen,須緣,山合三平仙心,618
𩓧,sjwen,須緣,山合三平仙心,618
鐫,tsjwen,子泉,山合三平仙精,619
鋑,tsjwen;tshwan,子泉;七丸,山合三平仙精;山合一平桓清,619;4004
朘,tsjwen,子泉,山合三平仙精,619
剶,tsjwen;trhjwen,子泉;丑緣,山合三平仙精;山合三平仙徹,619;635
翾,xjwien,許緣,山合三平仙曉,620
儇,xjwien,許緣,山合三平仙曉,620
蠉,xjwien;xjwienX,許緣;香兖,山合三平仙曉;山合三上仙曉,620;1655
𧾎,xjwien,許緣,山合三平仙曉,620
嬛,xjwien;'jwien;gjwieng,許緣;於緣;渠營,山合三平仙曉;山合三平仙影;梗合三平清群,620;625;927
譞,xjwien,許緣,山合三平仙曉,620
頨,xjwien;hjuX,許緣;王矩,山合三平仙曉;遇合三上虞云,620;1352
堧,nywen;nwaH,而緣;乃卧,山合三平仙日;果合一去戈泥,621;2843
䙇,nywen,而緣,山合三平仙日,621
𤲬,nywen;nywenX;nywenH;nwaH,而緣;而兖;人絹;乃卧,山合三平仙日;山合三上仙日;山合三去仙日;果合一去戈泥,621;1647;2724;2843
瑌,nywen;nywenX,而緣;而兖,山合三平仙日;山合三上仙日,621;1647
撋,nywen,而緣,山合三平仙日,621
穿,tsyhwen;tsyhwenH,昌緣;尺絹,山合三平仙昌;山合三去仙昌,622;2721
川,tsyhwen,昌緣,山合三平仙昌,622
沿,ywen,與專,山合三平仙以,623
㳂,ywen,與專,山合三平仙以,623
鉛,ywen,與專,山合三平仙以,623
櫞,ywen,與專,山合三平仙以,623
捐,ywen,與專,山合三平仙以,623
鳶,ywen,與專,山合三平仙以,623
蝝,ywen,與專,山合三平仙以,623
緣,ywen;ywenH,與專;以絹,山合三平仙以;山合三去仙以,623;2722
䱲,ywen,與專,山合三平仙以,623
𦿂,ywen,與專,山合三平仙以,623
𦛔,ywen;zjwenH,與專;辝戀,山合三平仙以;山合三去仙邪,623;2737
旋,zjwen;zjwenH,似宣;辝戀,山合三平仙邪;山合三去仙邪,624;2737
璿,zjwen,似宣,山合三平仙邪,624
𤩅,zjwen,似宣,山合三平仙邪,624
𤫀,zjwen,似宣,山合三平仙邪,624
䗠,zjwen,似宣,山合三平仙邪,624
㳬,zjwen;zjwenH,似宣;辝戀,山合三平仙邪;山合三去仙邪,624;2737
琁,zjwen,似宣,山合三平仙邪,624
璇,zjwen,似宣,山合三平仙邪,624
𣟳,zjwen,似宣,山合三平仙邪,624
蜁,zjwen,似宣,山合三平仙邪,624
㔯,zjwen,似宣,山合三平仙邪,624
圓,zjwen;hjwen,似宣;王權,山合三平仙邪;山合三平仙云,624;632
䁢,zjwen,似宣,山合三平仙邪,624
嫙,zjwen;zjwenH,似宣;辝戀,山合三平仙邪;山合三去仙邪,624;2737
鏇,zjwen;zjwenH,似宣;辝戀,山合三平仙邪;山合三去仙邪,624;2737
娟,'jwien,於緣,山合三平仙影,625
悁,'jwien,於緣,山合三平仙影,625
𡷡,'jwien,於緣,山合三平仙影,625
𡣬,'jwien,於緣,山合三平仙影,625
船,zywen,食川,山合三平仙船,626
舩,zywen,食川,山合三平仙船,626
鞭,pjien,卑連,山開三平仙幫,627
鯾,pjien,卑連,山開三平仙幫,627
揙,pjien,卑連,山開三平仙幫,627
涎,zjen;yenH,夕連;于線？,山開三平仙邪;山開三去仙以,628;2748
㳄,zjen,夕連,山開三平仙邪,628
詮,tshjwen,此緣,山合三平仙清,629
銓,tshjwen,此緣,山合三平仙清,629
硂,tshjwen,此緣,山合三平仙清,629
痊,tshjwen,此緣,山合三平仙清,629
佺,tshjwen,此緣,山合三平仙清,629
悛,tshjwen,此緣,山合三平仙清,629
駩,tshjwen,此緣,山合三平仙清,629
筌,tshjwen,此緣,山合三平仙清,629
絟,tshjwen;tshjwet,此緣;七絕,山合三平仙清;山合三入仙清,629;3526
譔,tshjwen;dzrjwenX;dzrjwenH,此緣;士免;士戀,山合三平仙清;山合三上仙崇;山合三去仙崇,629;1653;2739
縓,tshjwen;tshjwenH,此緣;七絹,山合三平仙清;山合三去仙清,629;2735
恮,tshjwen;tsrjwen,此緣;莊緣,山合三平仙清;山合三平仙莊,629;633
荃,tshjwen,此緣,山合三平仙清,629
𠛮,tshjwen,此緣,山合三平仙清,629
峑,tshjwen,此緣,山合三平仙清,629
𠥙,tshjwen,此緣,山合三平仙清,629
鐉,tshjwen,此緣,山合三平仙清,629
拴,tshjwen,此緣,山合三平仙清,629
輇,tshjwen;dzywen,此緣;市緣,山合三平仙清;山合三平仙常,629;631
專,tsywen,職緣,山合三平仙章,630
甎,tsywen,職緣,山合三平仙章,630
顓,tsywen,職緣,山合三平仙章,630
嫥,tsywen,職緣,山合三平仙章,630
諯,tsywen;dzywen;tsyhwenH;tshjwenH,職緣;市緣;尺絹;七絹,山合三平仙章;山合三平仙常;山合三去仙昌;山合三去仙清,630;631;2721;2735
膞,tsywen;dzywenX;tsywenX,職緣;市兖;旨兖,山合三平仙章;山合三上仙常;山合三上仙章,630;1649;1651
鱄,tsywen;tsywenX,職緣;旨兖,山合三平仙章;山合三上仙章,630;1651
𩠹,tsywen,職緣,山合三平仙章,630
叀,tsywen;dzywenH,職緣;時釧,山合三平仙章;山合三去仙常,630;2745
瑼,tsywen,職緣,山合三平仙章,630
磚,tsywen,職緣,山合三平仙章,630
遄,dzywen,市緣,山合三平仙常,631
輲,dzywen,市緣,山合三平仙常,631
椯,dzywen,市緣,山合三平仙常,631
歂,dzywen;dzywenX,市緣;市兖,山合三平仙常;山合三上仙常,631;1649
蟤,tsrjwen,莊緣,山合三平仙莊,633
栓,srjwen,山員,山合三平仙生,634
𨏉,srjwen;srjwenH,山員;所眷,山合三平仙生;山合三去仙生,634;2734
猭,trhjwen;trhjwenH,丑緣;丑戀,山合三平仙徹;山合三去仙徹,635;2732
虔,gjen,渠焉,山開三平仙群,636
鍵,gjen;gjonX;gjenX,渠焉;其偃;其輦,山開三平仙群;山開三上元群;山開三上仙群,636;1519;1635
鰬,gjen,渠焉,山開三平仙群,636
𨜻,gjen,渠焉,山開三平仙群,636
榩,gjen,渠焉,山開三平仙群,636
揵,gjen;kjonX,渠焉;居偃,山開三平仙群;山開三上元見,636;1518
𠢅,gjen,渠焉,山開三平仙群,636
掮,gjen,渠焉,山開三平仙群,636
愆,khjen,去乾,山開三平仙溪,637
䇂,khjen,去乾,山開三平仙溪,637
諐,khjen,去乾,山開三平仙溪,637
𠎝,khjen,去乾,山開三平仙溪,637
褰,khjen,去乾,山開三平仙溪,637
騫,khjen,去乾,山開三平仙溪,637
䙭,khjen;kjenX,去乾;九輦,山開三平仙溪;山開三上仙見,637;1628
𧽐,khjen,去乾,山開三平仙溪,637
攐,khjen,去乾,山開三平仙溪,637
㗔,khjen,去乾,山開三平仙溪,637
權,gjwen,巨員,山合三平仙群,638
拳,gjwen,巨員,山合三平仙群,638
觠,gjwen;kjwenH,巨員;居倦,山合三平仙群;山合三去仙見,638;2729
顴,gjwen,巨員,山合三平仙群,638
踡,gjwen,巨員,山合三平仙群,638
婘,gjwen,巨員,山合三平仙群,638
孉,gjwen,巨員,山合三平仙群,638
䠰,gjwen,巨員,山合三平仙群,638
犈,gjwen;kjwenH,巨員;居倦,山合三平仙群;山合三去仙見,638;2729
蠸,gjwen,巨員,山合三平仙群,638
齤,gjwen,巨員,山合三平仙群,638
卷,gjwen;gjwonX;kjwenX;kjwenH,巨員;求晚;居轉;居倦,山合三平仙群;山合三上元群;山合三上仙見;山合三去仙見,638;1525;1645;2729
𪈻,gjwen,巨員,山合三平仙群,638
𥆗,gjwen;kwanH,巨員;古玩,山合三平仙群;山合一去桓見,638;2650
𥁠,gjwen,巨員,山合三平仙群,638
𢑆,gjwen,巨員,山合三平仙群,638
鬈,gjwen;khjwen,巨員;丘圓,山合三平仙群;山合三平仙溪,638;641
䟒,gjwen,巨員,山合三平仙群,638
䑏,gjwen,巨員,山合三平仙群,638
蜷,gjwen,巨員,山合三平仙群,638
捲,gjwen;kjwenX;kjwenH,巨員;居轉;居倦,山合三平仙群;山合三上仙見;山合三去仙見,638;1645;2729
椽,drjwen,直攣,山合三平仙澄,639
傳,drjwen;drjwenH;trjwenH,直攣;直戀;知戀,山合三平仙澄;山合三去仙澄;山合三去仙知,639;2741;2747
攣,ljwen,呂員,山合三平仙來,640
𤼣,ljwen,呂員,山合三平仙來,640
弮,khjwen;kjwenH,丘圓;居倦,山合三平仙溪;山合三去仙見,641;2729
㒽,khjwen,丘圓,山合三平仙溪,641
棬,khjwen,丘圓,山合三平仙溪,641
圈,khjwen;gjwonX;gjwenX;gjwonH,丘圓;求晚;渠篆;臼万,山合三平仙溪;山合三上元群;山合三上仙群;山合三去元群,641;1525;1646;2608
𨟠,khjwen;khjak,丘圓;去約,山合三平仙溪;宕開三入陽溪,641;3546
鄢,'jen;'jonX;'jonH,於乾;於幰;於建,山開三平仙影;山開三上元影;山開三去元影,642;1517;2601
漹,hjen;'jonH,有乾;於建,山開三平仙云;山開三去元影,643;2601
䗡,hjen,有乾,山開三平仙云,643
燀,tsyhen;tsyenX;tsyhenX,尺延;旨善;昌善,山開三平仙昌;山開三上仙章;山開三上仙昌,645;1623;1626
勬,kjwen;kjwenH,居員;居倦,山合三平仙見;山合三去仙見,647;2729
蕭,sew,蘇彫,效開四平蕭心,648
簫,sew,蘇彫,效開四平蕭心,648
彇,sew,蘇彫,效開四平蕭心,648
蟰,sew;sjuwk,蘇彫;息逐,效開四平蕭心;通開三入東心,648;3221
蠨,sew,蘇彫,效開四平蕭心,648
橚,sew;sjuwk,蘇彫;息逐,效開四平蕭心;通開三入東心,648;3221
潚,sew;sjuwk,蘇彫;息逐,效開四平蕭心;通開三入東心,648;3221
𩙚,sew,蘇彫,效開四平蕭心,648
踃,sew,蘇彫,效開四平蕭心,648
㩋,sew;sewX;sewH;srjuwk;sjuwk,蘇彫;先鳥;蘇弔;所六;息逐,效開四平蕭心;效開四上蕭心;效開四去蕭心;通開三入東生;通開三入東心,648;1664;2755;3200;3221
箾,sew;sraewk,蘇彫;所角,效開四平蕭心;江開二入江生,648;3268
𦐺,sew;sjew,蘇彫;相邀,效開四平蕭心;效開三平宵心,648;658
㲖,sew,蘇彫,效開四平蕭心,648
艘,sew;saw,蘇彫;蘇遭,效開四平蕭心;效開一平豪心,648;713
瞍,sew;suwX,蘇彫;蘇后,效開四平蕭心;流開一上侯心,648;1964
翛,sew;syuwk,蘇彫;式竹,效開四平蕭心;通開三入東書,648;3212
撨,sew;dzjew,蘇彫;昨焦,效開四平蕭心;效開三平宵從,648;663
瀟,sew,蘇彫,效開四平蕭心,648
祧,thew,吐彫,效開四平蕭透,649
佻,thew;dew;tewX,吐彫;徒聊;都了,效開四平蕭透;效開四平蕭定;效開四上蕭端,649;651;1666
挑,thew;thaw;thewX;dewX,吐彫;土刀;土了;徒了,效開四平蕭透;效開一平豪透;效開四上蕭透;效開四上蕭定,649;711;1668;1673
脁,thew,吐彫,效開四平蕭透,649
恌,thew;yew,吐彫;餘昭,效開四平蕭透;效開三平宵以,649;668
𣂁,thew;tshjew,吐彫;七遙,效開四平蕭透;效開三平宵清,649;679
庣,thew,吐彫,效開四平蕭透,649
銚,thew;yew;dewH,吐彫;餘昭;徒弔,效開四平蕭透;效開三平宵以;效開四去蕭定,649;668;2760
趒,thew;dew;thewH,吐彫;徒聊;他弔,效開四平蕭透;效開四平蕭定;效開四去蕭透,649;651;2756
聎,thew,吐彫,效開四平蕭透,649
蓧,thew;dek,吐彫;徒歷,效開四平蕭透;梗開四入青定,649;3677
刁,tew,都聊,效開四平蕭端,650
貂,tew,都聊,效開四平蕭端,650
䯾,tew;dew;tsyuwH,都聊;徒聊;職救,效開四平蕭端;效開四平蕭定;流開三去尤章,650;651;3039
𠚥,tew,都聊,效開四平蕭端,650
琱,tew,都聊,效開四平蕭端,650
凋,tew,都聊,效開四平蕭端,650
鯛,tew,都聊,效開四平蕭端,650
䂏,tew,都聊,效開四平蕭端,650
雕,tew,都聊,效開四平蕭端,650
鵰,tew,都聊,效開四平蕭端,650
蛁,tew,都聊,效開四平蕭端,650
彫,tew,都聊,效開四平蕭端,650
𧜣,tew;tewX,都聊;都了,效開四平蕭端;效開四上蕭端,650;1666
𧘨,tew,都聊,效開四平蕭端,650
䒒,tew,都聊,效開四平蕭端,650
𦶌,tew,都聊,效開四平蕭端,650
𦨣,tew,都聊,效開四平蕭端,650
𩾗,tew;tsjew,都聊;即消,效開四平蕭端;效開三平宵精,650;665
㚋,tew,都聊,效開四平蕭端,650
奝,tew,都聊,效開四平蕭端,650
瞗,tew,都聊,效開四平蕭端,650
碉,tew,都聊,效開四平蕭端,650
叼,tew,都聊,效開四平蕭端,650
條,dew,徒聊,效開四平蕭定,651
迢,dew,徒聊,效開四平蕭定,651
樤,dew,徒聊,效開四平蕭定,651
髫,dew,徒聊,效開四平蕭定,651
跳,dew,徒聊,效開四平蕭定,651
鋚,dew,徒聊,效開四平蕭定,651
𧌁,dew,徒聊,效開四平蕭定,651
